Key,HueName,HuePrefix,HueNumber,Value,Chroma,R,G,B
2.5G-5-16,2.5G,G,2.5,5,16,0,149,59
2.5G-5-18,2.5G,G,2.5,5,18,0,152,53
2.5G-5-20,2.5G,G,2.5,5,20,0,153,47
2.5G-5-22,2.5G,G,2.5,5,22,0,155,42
2.5G-5-24,2.5G,G,2.5,5,24,0,156,37
2.5G-5-26,2.5G,G,2.5,5,26,0,158,33
2.5G-5-28,2.5G,G,2.5,5,28,0,159,29
2.5G-6-2,2.5G,G,2.5,6,2,135,152,143
2.5G-6-4,2.5G,G,2.5,6,4,118,157,133
2.5G-6-6,2.5G,G,2.5,6,6,100,161,123
2.5G-6-8,2.5G,G,2.5,6,8,78,164,114
2.5G-6-10,2.5G,G,2.5,6,10,43,168,105
2.5G-6-12,2.5G,G,2.5,6,12,0,171,97
2.5G-6-14,2.5G,G,2.5,6,14,0,174,87
2.5G-6-16,2.5G,G,2.5,6,16,0,177,79
2.5G-6-18,2.5G,G,2.5,6,18,0,179,71
2.5G-6-20,2.5G,G,2.5,6,20,0,182,64
2.5G-6-22,2.5G,G,2.5,6,22,0,184,57
2.5G-6-24,2.5G,G,2.5,6,24,0,186,50
2.5G-6-26,2.5G,G,2.5,6,26,0,188,43
2.5G-6-28,2.5G,G,2.5,6,28,0,189,37
2.5G-7-2,2.5G,G,2.5,7,2,161,178,169
2.5G-7-4,2.5G,G,2.5,7,4,144,183,159
2.5G-7-6,2.5G,G,2.5,7,6,128,187,149
2.5G-7-8,2.5G,G,2.5,7,8,107,191,138
2.5G-7-10,2.5G,G,2.5,7,10,80,195,128
2.5G-7-12,2.5G,G,2.5,7,12,32,198,118
2.5G-7-14,2.5G,G,2.5,7,14,0,202,109
2.5G-7-16,2.5G,G,2.5,7,16,0,205,100
2.5G-7-18,2.5G,G,2.5,7,18,0,207,91
2.5G-7-20,2.5G,G,2.5,7,20,0,210,82
2.5G-7-22,2.5G,G,2.5,7,22,0,212,73
2.5G-7-24,2.5G,G,2.5,7,24,0,214,66
2.5G-7-26,2.5G,G,2.5,7,26,0,217,57
2.5G-8-2,2.5G,G,2.5,8,2,186,205,195
2.5G-8-4,2.5G,G,2.5,8,4,170,210,184
2.5G-8-6,2.5G,G,2.5,8,6,151,215,173
2.5G-8-8,2.5G,G,2.5,8,8,132,218,162
2.5G-8-10,2.5G,G,2.5,8,10,109,222,152
2.5G-8-12,2.5G,G,2.5,8,12,74,226,141
2.5G-8-14,2.5G,G,2.5,8,14,0,229,131
2.5G-8-16,2.5G,G,2.5,8,16,0,233,120
2.5G-8-18,2.5G,G,2.5,8,18,0,236,110
2.5G-8-20,2.5G,G,2.5,8,20,0,239,100
2.5G-8-22,2.5G,G,2.5,8,22,0,241,91
2.5G-8-24,2.5G,G,2.5,8,24,0,243,82
2.5G-9-2,2.5G,G,2.5,9,2,212,232,222
2.5G-9-4,2.5G,G,2.5,9,4,195,237,210
2.5G-9-6,2.5G,G,2.5,9,6,174,243,196
2.5G-9-8,2.5G,G,2.5,9,8,154,247,185
2.5G-9-10,2.5G,G,2.5,9,10,130,251,173
2.5G-9-12,2.5G,G,2.5,9,12,102,255,163
2.5G-9-14,2.5G,G,2.5,9,14,56,255,151
2.5G-9-16,2.5G,G,2.5,9,16,0,255,140
5.0G-1-2,5.0G,G,5.0,1,2,19,31,27
5.0G-1-4,5.0G,G,5.0,1,4,0,35,23
5.0G-1-6,5.0G,G,5.0,1,6,0,38,20
5.0G-1-8,5.0G,G,5.0,1,8,0,41,18
5.0G-2-2,5.0G,G,5.0,2,2,40,52,48
5.0G-2-4,5.0G,G,5.0,2,4,21,55,44
5.0G-2-6,5.0G,G,5.0,2,6,0,58,40
5.0G-2-8,5.0G,G,5.0,2,8,0,61,38
5.0G-2-10,5.0G,G,5.0,2,10,0,63,35
5.0G-2-12,5.0G,G,5.0,2,12,0,65,34
5.0G-2-14,5.0G,G,5.0,2,14,0,66,33
5.0G-2-16,5.0G,G,5.0,2,16,0,68,32
5.0G-3-2,5.0G,G,5.0,3,2,60,75,70
5.0G-3-4,5.0G,G,5.0,3,4,40,79,65
5.0G-3-6,5.0G,G,5.0,3,6,0,83,61
5.0G-3-8,5.0G,G,5.0,3,8,0,85,58
5.0G-3-10,5.0G,G,5.0,3,10,0,88,55
5.0G-3-12,5.0G,G,5.0,3,12,0,90,53
5.0G-3-14,5.0G,G,5.0,3,14,0,92,51
5.0G-3-16,5.0G,G,5.0,3,16,0,93,50
5.0G-3-18,5.0G,G,5.0,3,18,0,94,49
5.0G-3-20,5.0G,G,5.0,3,20,0,96,48
5.0G-3-22,5.0G,G,5.0,3,22,0,97,47
5.0G-4-2,5.0G,G,5.0,4,2,84,100,95
5.0G-4-4,5.0G,G,5.0,4,4,63,105,89
5.0G-4-6,5.0G,G,5.0,4,6,33,109,84
5.0G-4-8,5.0G,G,5.0,4,8,0,112,79
5.0G-4-10,5.0G,G,5.0,4,10,0,115,76
5.0G-4-12,5.0G,G,5.0,4,12,0,118,73
5.0G-4-14,5.0G,G,5.0,4,14,0,120,70
5.0G-4-16,5.0G,G,5.0,4,16,0,122,69
5.0G-4-18,5.0G,G,5.0,4,18,0,123,67
5.0G-4-20,5.0G,G,5.0,4,20,0,125,66
5.0G-4-22,5.0G,G,5.0,4,22,0,126,65
5.0G-4-24,5.0G,G,5.0,4,24,0,127,65
5.0G-4-26,5.0G,G,5.0,4,26,0,128,64
5.0G-5-2,5.0G,G,5.0,5,2,108,126,121
5.0G-5-4,5.0G,G,5.0,5,4,89,130,114
5.0G-5-6,5.0G,G,5.0,5,6,66,135,109
5.0G-5-8,5.0G,G,5.0,5,8,19,138,103
5.0G-5-10,5.0G,G,5.0,5,10,0,142,99
5.0G-5-12,5.0G,G,5.0,5,12,0,145,95
5.0G-5-14,5.0G,G,5.0,5,14,0,148,92
5.0G-5-16,5.0G,G,5.0,5,16,0,150,90
5.0G-5-18,5.0G,G,5.0,5,18,0,152,88
5.0G-5-20,5.0G,G,5.0,5,20,0,154,86
5.0G-5-22,5.0G,G,5.0,5,22,0,155,85
5.0G-5-24,5.0G,G,5.0,5,24,0,157,83
5.0G-5-26,5.0G,G,5.0,5,26,0,158,82
5.0G-5-28,5.0G,G,5.0,5,28,0,160,82
5.0G-6-2,5.0G,G,5.0,6,2,133,152,146
5.0G-6-4,5.0G,G,5.0,6,4,113,157,139
5.0G-6-6,5.0G,G,5.0,6,6,91,161,133
5.0G-6-8,5.0G,G,5.0,6,8,62,165,128
5.0G-6-10,5.0G,G,5.0,6,10,0,169,124
5.0G-6-12,5.0G,G,5.0,6,12,0,172,119
5.0G-6-14,5.0G,G,5.0,6,14,0,175,115
5.0G-6-16,5.0G,G,5.0,6,16,0,178,112
5.0G-6-18,5.0G,G,5.0,6,18,0,180,110
5.0G-6-20,5.0G,G,5.0,6,20,0,183,107
5.0G-6-22,5.0G,G,5.0,6,22,0,185,105
5.0G-6-24,5.0G,G,5.0,6,24,0,187,103
5.0G-6-26,5.0G,G,5.0,6,26,0,188,102
5.0G-6-28,5.0G,G,5.0,6,28,0,190,101
5.0G-7-2,5.0G,G,5.0,7,2,158,178,173
5.0G-7-4,5.0G,G,5.0,7,4,139,183,166
5.0G-7-6,5.0G,G,5.0,7,6,119,188,160
5.0G-7-8,5.0G,G,5.0,7,8,93,192,154
5.0G-7-10,5.0G,G,5.0,7,10,51,196,148
5.0G-7-12,5.0G,G,5.0,7,12,0,199,143
5.0G-7-14,5.0G,G,5.0,7,14,0,203,138
5.0G-7-16,5.0G,G,5.0,7,16,0,206,135
5.0G-7-18,5.0G,G,5.0,7,18,0,209,132
5.0G-7-20,5.0G,G,5.0,7,20,0,211,129
5.0G-7-22,5.0G,G,5.0,7,22,0,214,126
5.0G-7-24,5.0G,G,5.0,7,24,0,216,124
5.0G-7-26,5.0G,G,5.0,7,26,0,217,123
5.0G-8-2,5.0G,G,5.0,8,2,184,205,199
5.0G-8-4,5.0G,G,5.0,8,4,165,210,192
5.0G-8-6,5.0G,G,5.0,8,6,142,215,184
5.0G-8-8,5.0G,G,5.0,8,8,117,220,178
5.0G-8-10,5.0G,G,5.0,8,10,83,224,172
5.0G-8-12,5.0G,G,5.0,8,12,0,228,167
5.0G-8-14,5.0G,G,5.0,8,14,0,231,162
5.0G-8-16,5.0G,G,5.0,8,16,0,234,158
5.0G-8-18,5.0G,G,5.0,8,18,0,237,154
5.0G-8-20,5.0G,G,5.0,8,20,0,240,151
5.0G-8-22,5.0G,G,5.0,8,22,0,243,148
5.0G-9-2,5.0G,G,5.0,9,2,210,232,226
5.0G-9-4,5.0G,G,5.0,9,4,189,238,218
5.0G-9-6,5.0G,G,5.0,9,6,163,244,209
5.0G-9-8,5.0G,G,5.0,9,8,137,249,203
5.0G-9-10,5.0G,G,5.0,9,10,105,253,197
5.0G-9-12,5.0G,G,5.0,9,12,46,255,191
7.5G-1-2,7.5G,G,7.5,1,2,18,31,28
7.5G-1-4,7.5G,G,7.5,1,4,0,35,26
7.5G-1-6,7.5G,G,7.5,1,6,0,38,25
7.5G-1-8,7.5G,G,7.5,1,8,0,41,24
7.5G-2-2,7.5G,G,7.5,2,2,39,52,49
7.5G-2-4,7.5G,G,7.5,2,4,17,56,47
7.5G-2-6,7.5G,G,7.5,2,6,0,58,45
7.5G-2-8,7.5G,G,7.5,2,8,0,61,44
7.5G-2-10,7.5G,G,7.5,2,10,0,63,43
7.5G-2-12,7.5G,G,7.5,2,12,0,65,42
7.5G-2-14,7.5G,G,7.5,2,14,0,67,42
7.5G-2-16,7.5G,G,7.5,2,16,0,68,42
7.5G-3-2,7.5G,G,7.5,3,2,59,75,72
7.5G-3-4,7.5G,G,7.5,3,4,36,80,69
7.5G-3-6,7.5G,G,7.5,3,6,0,83,66
7.5G-3-8,7.5G,G,7.5,3,8,0,85,65
7.5G-3-10,7.5G,G,7.5,3,10,0,88,63
7.5G-3-12,7.5G,G,7.5,3,12,0,90,62
7.5G-3-14,7.5G,G,7.5,3,14,0,92,62
7.5G-3-16,7.5G,G,7.5,3,16,0,93,61
7.5G-3-18,7.5G,G,7.5,3,18,0,95,61
7.5G-3-20,7.5G,G,7.5,3,20,0,96,60
7.5G-3-22,7.5G,G,7.5,3,22,0,97,60
7.5G-4-2,7.5G,G,7.5,4,2,82,100,97
7.5G-4-4,7.5G,G,7.5,4,4,60,105,93
7.5G-4-6,7.5G,G,7.5,4,6,23,109,90
7.5G-4-8,7.5G,G,7.5,4,8,0,112,87
7.5G-4-10,7.5G,G,7.5,4,10,0,115,85
7.5G-4-12,7.5G,G,7.5,4,12,0,118,84
7.5G-4-14,7.5G,G,7.5,4,14,0,120,83
7.5G-4-16,7.5G,G,7.5,4,16,0,122,82
7.5G-4-18,7.5G,G,7.5,4,18,0,124,81
7.5G-4-20,7.5G,G,7.5,4,20,0,125,81
7.5G-4-22,7.5G,G,7.5,4,22,0,126,80
7.5G-4-24,7.5G,G,7.5,4,24,0,127,80
7.5G-4-26,7.5G,G,7.5,4,26,0,128,80
7.5G-5-2,7.5G,G,7.5,5,2,107,126,123
7.5G-5-4,7.5G,G,7.5,5,4,86,131,118
7.5G-5-6,7.5G,G,7.5,5,6,60,135,115
7.5G-5-8,7.5G,G,7.5,5,8,0,139,112
7.5G-5-10,7.5G,G,7.5,5,10,0,142,109
7.5G-5-12,7.5G,G,7.5,5,12,0,145,107
7.5G-5-14,7.5G,G,7.5,5,14,0,148,105
7.5G-5-16,7.5G,G,7.5,5,16,0,150,104
7.5G-5-18,7.5G,G,7.5,5,18,0,152,103
7.5G-5-20,7.5G,G,7.5,5,20,0,154,102
7.5G-5-22,7.5G,G,7.5,5,22,0,156,101
7.5G-5-24,7.5G,G,7.5,5,24,0,157,101
7.5G-5-26,7.5G,G,7.5,5,26,0,158,100
7.5G-5-28,7.5G,G,7.5,5,28,0,160,100
7.5G-6-2,7.5G,G,7.5,6,2,132,152,149
7.5G-6-4,7.5G,G,7.5,6,4,110,157,144
7.5G-6-6,7.5G,G,7.5,6,6,86,161,140
7.5G-6-8,7.5G,G,7.5,6,8,51,165,137
7.5G-6-10,7.5G,G,7.5,6,10,0,169,134
7.5G-6-12,7.5G,G,7.5,6,12,0,172,131
7.5G-6-14,7.5G,G,7.5,6,14,0,175,129
7.5G-6-16,7.5G,G,7.5,6,16,0,178,127
7.5G-6-18,7.5G,G,7.5,6,18,0,181,125
7.5G-6-20,7.5G,G,7.5,6,20,0,183,124
7.5G-6-22,7.5G,G,7.5,6,22,0,185,123
7.5G-6-24,7.5G,G,7.5,6,24,0,187,122
7.5G-6-26,7.5G,G,7.5,6,26,0,188,121
7.5G-6-28,7.5G,G,7.5,6,28,0,190,120
7.5G-7-2,7.5G,G,7.5,7,2,157,178,175
7.5G-7-4,7.5G,G,7.5,7,4,137,183,170
7.5G-7-6,7.5G,G,7.5,7,6,115,188,166
7.5G-7-8,7.5G,G,7.5,7,8,85,192,162
7.5G-7-10,7.5G,G,7.5,7,10,26,196,158
7.5G-7-12,7.5G,G,7.5,7,12,0,200,155
7.5G-7-14,7.5G,G,7.5,7,14,0,203,152
7.5G-7-16,7.5G,G,7.5,7,16,0,206,150
7.5G-7-18,7.5G,G,7.5,7,18,0,209,148
7.5G-7-20,7.5G,G,7.5,7,20,0,212,146
7.5G-7-22,7.5G,G,7.5,7,22,0,214,145
7.5G-7-24,7.5G,G,7.5,7,24,0,216,144
7.5G-7-26,7.5G,G,7.5,7,26,0,217,143
7.5G-8-2,7.5G,G,7.5,8,2,183,205,202
7.5G-8-4,7.5G,G,7.5,8,4,162,210,197
7.5G-8-6,7.5G,G,7.5,8,6,137,215,192
7.5G-8-8,7.5G,G,7.5,8,8,110,220,188
7.5G-8-10,7.5G,G,7.5,8,10,70,224,183
7.5G-8-12,7.5G,G,7.5,8,12,0,228,180
7.5G-8-14,7.5G,G,7.5,8,14,0,231,177
7.5G-8-16,7.5G,G,7.5,8,16,0,235,174
7.5G-8-18,7.5G,G,7.5,8,18,0,238,171
7.5G-8-20,7.5G,G,7.5,8,20,0,240,169
7.5G-9-2,7.5G,G,7.5,9,2,208,232,229
7.5G-9-4,7.5G,G,7.5,9,4,186,238,223
7.5G-9-6,7.5G,G,7.5,9,6,158,244,217
7.5G-9-8,7.5G,G,7.5,9,8,128,249,212
7.5G-9-10,7.5G,G,7.5,9,10,92,253,208
7.5G-9-12,7.5G,G,7.5,9,12,0,255,204
10.0G-1-2,10.0G,G,10.0,1,2,17,31,30
10.0G-1-4,10.0G,G,10.0,1,4,0,35,29
10.0G-1-6,10.0G,G,10.0,1,6,0,38,30
10.0G-1-8,10.0G,G,10.0,1,8,0,41,31
10.0G-2-2,10.0G,G,10.0,2,2,38,52,51
10.0G-2-4,10.0G,G,10.0,2,4,13,56,50
10.0G-2-6,10.0G,G,10.0,2,6,0,58,49
10.0G-2-8,10.0G,G,10.0,2,8,0,61,49
10.0G-2-10,10.0G,G,10.0,2,10,0,63,50
10.0G-2-12,10.0G,G,10.0,2,12,0,65,50
10.0G-2-14,10.0G,G,10.0,2,14,0,67,51
10.0G-2-16,10.0G,G,10.0,2,16,0,68,52
10.0G-3-2,10.0G,G,10.0,3,2,58,75,74
10.0G-3-4,10.0G,G,10.0,3,4,32,80,72
10.0G-3-6,10.0G,G,10.0,3,6,0,83,72
10.0G-3-8,10.0G,G,10.0,3,8,0,86,71
10.0G-3-10,10.0G,G,10.0,3,10,0,88,71
10.0G-3-12,10.0G,G,10.0,3,12,0,90,71
10.0G-3-14,10.0G,G,10.0,3,14,0,92,71
10.0G-3-16,10.0G,G,10.0,3,16,0,94,72
10.0G-3-18,10.0G,G,10.0,3,18,0,95,72
10.0G-3-20,10.0G,G,10.0,3,20,0,96,73
10.0G-3-22,10.0G,G,10.0,3,22,0,97,73
10.0G-4-2,10.0G,G,10.0,4,2,81,100,99
10.0G-4-4,10.0G,G,10.0,4,4,57,105,97
10.0G-4-6,10.0G,G,10.0,4,6,10,109,96
10.0G-4-8,10.0G,G,10.0,4,8,0,112,95
10.0G-4-10,10.0G,G,10.0,4,10,0,115,94
10.0G-4-12,10.0G,G,10.0,4,12,0,118,94
10.0G-4-14,10.0G,G,10.0,4,14,0,120,94
10.0G-4-16,10.0G,G,10.0,4,16,0,122,94
10.0G-4-18,10.0G,G,10.0,4,18,0,124,94
10.0G-4-20,10.0G,G,10.0,4,20,0,125,94
10.0G-4-22,10.0G,G,10.0,4,22,0,126,95
10.0G-4-24,10.0G,G,10.0,4,24,0,127,95
10.0G-4-26,10.0G,G,10.0,4,26,0,128,95
10.0G-5-2,10.0G,G,10.0,5,2,106,126,125
10.0G-5-4,10.0G,G,10.0,5,4,84,131,123
10.0G-5-6,10.0G,G,10.0,5,6,55,135,121
10.0G-5-8,10.0G,G,10.0,5,8,0,139,119
10.0G-5-10,10.0G,G,10.0,5,10,0,142,118
10.0G-5-12,10.0G,G,10.0,5,12,0,146,117
10.0G-5-14,10.0G,G,10.0,5,14,0,148,117
10.0G-5-16,10.0G,G,10.0,5,16,0,150,117
10.0G-5-18,10.0G,G,10.0,5,18,0,153,117
10.0G-5-20,10.0G,G,10.0,5,20,0,154,116
10.0G-5-22,10.0G,G,10.0,5,22,0,156,117
10.0G-5-24,10.0G,G,10.0,5,24,0,157,117
10.0G-5-26,10.0G,G,10.0,5,26,0,158,117
10.0G-5-28,10.0G,G,10.0,5,28,0,159,117
10.0G-6-2,10.0G,G,10.0,6,2,131,152,151
10.0G-6-4,10.0G,G,10.0,6,4,107,157,148
10.0G-6-6,10.0G,G,10.0,6,6,82,161,146
10.0G-6-8,10.0G,G,10.0,6,8,38,165,145
10.0G-6-10,10.0G,G,10.0,6,10,0,169,143
10.0G-6-12,10.0G,G,10.0,6,12,0,173,142
10.0G-6-14,10.0G,G,10.0,6,14,0,175,141
10.0G-6-16,10.0G,G,10.0,6,16,0,178,140
10.0G-6-18,10.0G,G,10.0,6,18,0,181,140
10.0G-6-20,10.0G,G,10.0,6,20,0,183,139
10.0G-6-22,10.0G,G,10.0,6,22,0,185,139
10.0G-6-24,10.0G,G,10.0,6,24,0,187,139
10.0G-6-26,10.0G,G,10.0,6,26,0,188,139
10.0G-7-2,10.0G,G,10.0,7,2,156,178,178
10.0G-7-4,10.0G,G,10.0,7,4,135,183,175
10.0G-7-6,10.0G,G,10.0,7,6,110,188,172
10.0G-7-8,10.0G,G,10.0,7,8,77,192,170
10.0G-7-10,10.0G,G,10.0,7,10,0,196,168
10.0G-7-12,10.0G,G,10.0,7,12,0,200,167
10.0G-7-14,10.0G,G,10.0,7,14,0,203,166
10.0G-7-16,10.0G,G,10.0,7,16,0,206,165
10.0G-7-18,10.0G,G,10.0,7,18,0,209,164
10.0G-7-20,10.0G,G,10.0,7,20,0,212,163
10.0G-7-22,10.0G,G,10.0,7,22,0,214,162
10.0G-7-24,10.0G,G,10.0,7,24,0,216,162
10.0G-8-2,10.0G,G,10.0,8,2,182,205,205
10.0G-8-4,10.0G,G,10.0,8,4,160,210,201
10.0G-8-6,10.0G,G,10.0,8,6,134,215,199
10.0G-8-8,10.0G,G,10.0,8,8,104,220,196
10.0G-8-10,10.0G,G,10.0,8,10,56,224,194
10.0G-8-12,10.0G,G,10.0,8,12,0,228,192
10.0G-8-14,10.0G,G,10.0,8,14,0,231,191
10.0G-8-16,10.0G,G,10.0,8,16,0,235,189
10.0G-8-18,10.0G,G,10.0,8,18,0,238,188
10.0G-8-20,10.0G,G,10.0,8,20,0,241,187
10.0G-9-2,10.0G,G,10.0,9,2,208,232,232
10.0G-9-4,10.0G,G,10.0,9,4,183,238,228
10.0G-9-6,10.0G,G,10.0,9,6,154,244,225
10.0G-9-8,10.0G,G,10.0,9,8,120,249,222
10.0G-9-10,10.0G,G,10.0,9,10,77,253,220
10.0G-9-12,10.0G,G,10.0,9,12,0,255,218
2.5BG-1-2,2.5BG,BG,2.5,1,2,15,32,31
2.5BG-1-4,2.5BG,BG,2.5,1,4,0,35,33
2.5BG-1-6,2.5BG,BG,2.5,1,6,0,38,36
2.5BG-1-8,2.5BG,BG,2.5,1,8,0,41,39
2.5BG-2-2,2.5BG,BG,2.5,2,2,37,52,52
2.5BG-2-4,2.5BG,BG,2.5,2,4,8,56,54
2.5BG-2-6,2.5BG,BG,2.5,2,6,0,58,55
2.5BG-2-8,2.5BG,BG,2.5,2,8,0,61,57
2.5BG-2-10,2.5BG,BG,2.5,2,10,0,63,58
2.5BG-2-12,2.5BG,BG,2.5,2,12,0,65,60
2.5BG-2-14,2.5BG,BG,2.5,2,14,0,67,61
2.5BG-3-2,2.5BG,BG,2.5,3,2,57,75,76
2.5BG-3-4,2.5BG,BG,2.5,3,4,28,80,77
2.5BG-3-6,2.5BG,BG,2.5,3,6,0,83,78
2.5BG-3-8,2.5BG,BG,2.5,3,8,0,86,79
2.5BG-3-10,2.5BG,BG,2.5,3,10,0,88,81
2.5BG-3-12,2.5BG,BG,2.5,3,12,0,90,82
2.5BG-3-14,2.5BG,BG,2.5,3,14,0,92,83
2.5BG-3-16,2.5BG,BG,2.5,3,16,0,94,85
2.5BG-3-18,2.5BG,BG,2.5,3,18,0,95,86
2.5BG-3-20,2.5BG,BG,2.5,3,20,0,96,87
2.5BG-4-2,2.5BG,BG,2.5,4,2,80,100,101
2.5BG-4-4,2.5BG,BG,2.5,4,4,54,105,102
2.5BG-4-6,2.5BG,BG,2.5,4,6,0,109,102
2.5BG-4-8,2.5BG,BG,2.5,4,8,0,112,103
2.5BG-4-10,2.5BG,BG,2.5,4,10,0,115,105
2.5BG-4-12,2.5BG,BG,2.5,4,12,0,118,106
2.5BG-4-14,2.5BG,BG,2.5,4,14,0,120,108
2.5BG-4-16,2.5BG,BG,2.5,4,16,0,122,109
2.5BG-4-18,2.5BG,BG,2.5,4,18,0,124,110
2.5BG-4-20,2.5BG,BG,2.5,4,20,0,125,111
2.5BG-4-22,2.5BG,BG,2.5,4,22,0,126,112
2.5BG-4-24,2.5BG,BG,2.5,4,24,0,127,113
2.5BG-5-2,2.5BG,BG,2.5,5,2,105,126,127
2.5BG-5-4,2.5BG,BG,2.5,5,4,82,131,127
2.5BG-5-6,2.5BG,BG,2.5,5,6,51,135,127
2.5BG-5-8,2.5BG,BG,2.5,5,8,0,139,128
2.5BG-5-10,2.5BG,BG,2.5,5,10,0,142,129
2.5BG-5-12,2.5BG,BG,2.5,5,12,0,146,130
2.5BG-5-14,2.5BG,BG,2.5,5,14,0,148,131
2.5BG-5-16,2.5BG,BG,2.5,5,16,0,150,133
2.5BG-5-18,2.5BG,BG,2.5,5,18,0,153,134
2.5BG-5-20,2.5BG,BG,2.5,5,20,0,155,135
2.5BG-5-22,2.5BG,BG,2.5,5,22,0,156,136
2.5BG-5-24,2.5BG,BG,2.5,5,24,0,157,137
2.5BG-6-2,2.5BG,BG,2.5,6,2,130,152,153
2.5BG-6-4,2.5BG,BG,2.5,6,4,105,157,153
2.5BG-6-6,2.5BG,BG,2.5,6,6,78,161,152
2.5BG-6-8,2.5BG,BG,2.5,6,8,19,165,153
2.5BG-6-10,2.5BG,BG,2.5,6,10,0,169,154
2.5BG-6-12,2.5BG,BG,2.5,6,12,0,172,154
2.5BG-6-14,2.5BG,BG,2.5,6,14,0,175,155
2.5BG-6-16,2.5BG,BG,2.5,6,16,0,178,156
2.5BG-6-18,2.5BG,BG,2.5,6,18,0,181,157
2.5BG-6-20,2.5BG,BG,2.5,6,20,0,183,159
2.5BG-6-22,2.5BG,BG,2.5,6,22,0,185,160
2.5BG-7-2,2.5BG,BG,2.5,7,2,156,178,180
2.5BG-7-4,2.5BG,BG,2.5,7,4,133,183,179
2.5BG-7-6,2.5BG,BG,2.5,7,6,108,188,178
2.5BG-7-8,2.5BG,BG,2.5,7,8,69,192,178
2.5BG-7-10,2.5BG,BG,2.5,7,10,0,196,179
2.5BG-7-12,2.5BG,BG,2.5,7,12,0,200,179
2.5BG-7-14,2.5BG,BG,2.5,7,14,0,203,180
2.5BG-7-16,2.5BG,BG,2.5,7,16,0,206,181
2.5BG-7-18,2.5BG,BG,2.5,7,18,0,209,181
2.5BG-7-20,2.5BG,BG,2.5,7,20,0,211,182
2.5BG-7-22,2.5BG,BG,2.5,7,22,0,214,183
2.5BG-8-2,2.5BG,BG,2.5,8,2,181,205,207
2.5BG-8-4,2.5BG,BG,2.5,8,4,158,210,205
2.5BG-8-6,2.5BG,BG,2.5,8,6,131,215,205
2.5BG-8-8,2.5BG,BG,2.5,8,8,98,220,204
2.5BG-8-10,2.5BG,BG,2.5,8,10,36,224,204
2.5BG-8-12,2.5BG,BG,2.5,8,12,0,228,204
2.5BG-8-14,2.5BG,BG,2.5,8,14,0,231,205
2.5BG-8-16,2.5BG,BG,2.5,8,16,0,234,205
2.5BG-8-18,2.5BG,BG,2.5,8,18,0,238,206
2.5BG-9-2,2.5BG,BG,2.5,9,2,207,232,234
2.5BG-9-4,2.5BG,BG,2.5,9,4,182,238,233
2.5BG-9-6,2.5BG,BG,2.5,9,6,150,244,232
2.5BG-9-8,2.5BG,BG,2.5,9,8,113,249,231
2.5BG-9-10,2.5BG,BG,2.5,9,10,61,253,231
5.0BG-1-2,5.0BG,BG,5.0,1,2,14,32,34
5.0BG-1-4,5.0BG,BG,5.0,1,4,0,35,39
5.0BG-1-6,5.0BG,BG,5.0,1,6,0,38,44
5.0BG-2-2,5.0BG,BG,5.0,2,2,36,52,55
5.0BG-2-4,5.0BG,BG,5.0,2,4,4,55,58
5.0BG-2-6,5.0BG,BG,5.0,2,6,0,58,62
5.0BG-2-8,5.0BG,BG,5.0,2,8,0,61,66
5.0BG-2-10,5.0BG,BG,5.0,2,10,0,63,70
5.0BG-2-12,5.0BG,BG,5.0,2,12,0,65,73
5.0BG-3-2,5.0BG,BG,5.0,3,2,56,75,78
5.0BG-3-4,5.0BG,BG,5.0,3,4,24,80,82
5.0BG-3-6,5.0BG,BG,5.0,3,6,0,83,85
5.0BG-3-8,5.0BG,BG,5.0,3,8,0,85,89
5.0BG-3-10,5.0BG,BG,5.0,3,10,0,88,93
5.0BG-3-12,5.0BG,BG,5.0,3,12,0,90,96
5.0BG-3-14,5.0BG,BG,5.0,3,14,0,92,99
5.0BG-3-16,5.0BG,BG,5.0,3,16,0,94,102
5.0BG-3-18,5.0BG,BG,5.0,3,18,0,95,104
5.0BG-4-2,5.0BG,BG,5.0,4,2,80,100,104
5.0BG-4-4,5.0BG,BG,5.0,4,4,52,105,107
5.0BG-4-6,5.0BG,BG,5.0,4,6,0,109,110
5.0BG-4-8,5.0BG,BG,5.0,4,8,0,112,114
5.0BG-4-10,5.0BG,BG,5.0,4,10,0,115,117
5.0BG-4-12,5.0BG,BG,5.0,4,12,0,118,121
5.0BG-4-14,5.0BG,BG,5.0,4,14,0,120,124
5.0BG-4-16,5.0BG,BG,5.0,4,16,0,122,127
5.0BG-4-18,5.0BG,BG,5.0,4,18,0,124,129
5.0BG-4-20,5.0BG,BG,5.0,4,20,0,125,132
5.0BG-5-2,5.0BG,BG,5.0,5,2,104,126,130
5.0BG-5-4,5.0BG,BG,5.0,5,4,80,130,132
5.0BG-5-6,5.0BG,BG,5.0,5,6,45,134,135
5.0BG-5-8,5.0BG,BG,5.0,5,8,0,138,139
5.0BG-5-10,5.0BG,BG,5.0,5,10,0,142,142
5.0BG-5-12,5.0BG,BG,5.0,5,12,0,145,145
5.0BG-5-14,5.0BG,BG,5.0,5,14,0,148,148
5.0BG-5-16,5.0BG,BG,5.0,5,16,0,150,151
5.0BG-5-18,5.0BG,BG,5.0,5,18,0,153,154
5.0BG-5-20,5.0BG,BG,5.0,5,20,0,155,157
5.0BG-5-22,5.0BG,BG,5.0,5,22,0,156,159
5.0BG-6-2,5.0BG,BG,5.0,6,2,129,152,156
