Key,HueName,HuePrefix,HueNumber,Value,Chroma,R,G,B
5.0BG-6-4,5.0BG,BG,5.0,6,4,104,157,158
5.0BG-6-6,5.0BG,BG,5.0,6,6,72,161,161
5.0BG-6-8,5.0BG,BG,5.0,6,8,0,165,164
5.0BG-6-10,5.0BG,BG,5.0,6,10,0,169,167
5.0BG-6-12,5.0BG,BG,5.0,6,12,0,172,169
5.0BG-6-14,5.0BG,BG,5.0,6,14,0,175,172
5.0BG-6-16,5.0BG,BG,5.0,6,16,0,178,175
5.0BG-6-18,5.0BG,BG,5.0,6,18,0,181,178
5.0BG-6-20,5.0BG,BG,5.0,6,20,0,183,180
5.0BG-7-2,5.0BG,BG,5.0,7,2,155,178,183
5.0BG-7-4,5.0BG,BG,5.0,7,4,131,183,185
5.0BG-7-6,5.0BG,BG,5.0,7,6,105,187,186
5.0BG-7-8,5.0BG,BG,5.0,7,8,60,192,189
5.0BG-7-10,5.0BG,BG,5.0,7,10,0,196,191
5.0BG-7-12,5.0BG,BG,5.0,7,12,0,199,194
5.0BG-7-14,5.0BG,BG,5.0,7,14,0,203,196
5.0BG-7-16,5.0BG,BG,5.0,7,16,0,206,199
5.0BG-7-18,5.0BG,BG,5.0,7,18,0,209,202
5.0BG-7-20,5.0BG,BG,5.0,7,20,0,211,204
5.0BG-8-2,5.0BG,BG,5.0,8,2,181,205,210
5.0BG-8-4,5.0BG,BG,5.0,8,4,157,210,211
5.0BG-8-6,5.0BG,BG,5.0,8,6,129,215,213
5.0BG-8-8,5.0BG,BG,5.0,8,8,89,219,215
5.0BG-8-10,5.0BG,BG,5.0,8,10,0,224,217
5.0BG-8-12,5.0BG,BG,5.0,8,12,0,228,219
5.0BG-8-14,5.0BG,BG,5.0,8,14,0,231,221
5.0BG-8-16,5.0BG,BG,5.0,8,16,0,234,223
5.0BG-9-2,5.0BG,BG,5.0,9,2,207,232,237
5.0BG-9-4,5.0BG,BG,5.0,9,4,180,238,238
5.0BG-9-6,5.0BG,BG,5.0,9,6,147,244,240
5.0BG-9-8,5.0BG,BG,5.0,9,8,105,249,241
5.0BG-9-10,5.0BG,BG,5.0,9,10,37,253,243
7.5BG-1-2,7.5BG,BG,7.5,1,2,13,31,36
7.5BG-1-4,7.5BG,BG,7.5,1,4,0,35,42
7.5BG-1-6,7.5BG,BG,7.5,1,6,0,38,49
7.5BG-2-2,7.5BG,BG,7.5,2,2,36,52,56
7.5BG-2-4,7.5BG,BG,7.5,2,4,1,55,62
7.5BG-2-6,7.5BG,BG,7.5,2,6,0,58,67
7.5BG-2-8,7.5BG,BG,7.5,2,8,0,61,73
7.5BG-2-10,7.5BG,BG,7.5,2,10,0,63,78
7.5BG-2-12,7.5BG,BG,7.5,2,12,0,65,82
7.5BG-3-2,7.5BG,BG,7.5,3,2,56,75,81
7.5BG-3-4,7.5BG,BG,7.5,3,4,21,79,87
7.5BG-3-6,7.5BG,BG,7.5,3,6,0,82,92
7.5BG-3-8,7.5BG,BG,7.5,3,8,0,85,97
7.5BG-3-10,7.5BG,BG,7.5,3,10,0,88,102
7.5BG-3-12,7.5BG,BG,7.5,3,12,0,90,106
7.5BG-3-14,7.5BG,BG,7.5,3,14,0,92,110
7.5BG-3-16,7.5BG,BG,7.5,3,16,0,94,114
7.5BG-4-2,7.5BG,BG,7.5,4,2,79,100,106
7.5BG-4-4,7.5BG,BG,7.5,4,4,51,104,111
7.5BG-4-6,7.5BG,BG,7.5,4,6,0,108,117
7.5BG-4-8,7.5BG,BG,7.5,4,8,0,112,123
7.5BG-4-10,7.5BG,BG,7.5,4,10,0,115,128
7.5BG-4-12,7.5BG,BG,7.5,4,12,0,117,133
7.5BG-4-14,7.5BG,BG,7.5,4,14,0,120,138
7.5BG-4-16,7.5BG,BG,7.5,4,16,0,122,142
7.5BG-4-18,7.5BG,BG,7.5,4,18,0,124,145
7.5BG-5-2,7.5BG,BG,7.5,5,2,104,126,132
7.5BG-5-4,7.5BG,BG,7.5,5,4,79,130,137
7.5BG-5-6,7.5BG,BG,7.5,5,6,40,134,142
7.5BG-5-8,7.5BG,BG,7.5,5,8,0,138,147
7.5BG-5-10,7.5BG,BG,7.5,5,10,0,141,153
7.5BG-5-12,7.5BG,BG,7.5,5,12,0,145,158
7.5BG-5-14,7.5BG,BG,7.5,5,14,0,147,163
7.5BG-5-16,7.5BG,BG,7.5,5,16,0,150,167
7.5BG-5-18,7.5BG,BG,7.5,5,18,0,153,172
7.5BG-6-2,7.5BG,BG,7.5,6,2,129,152,159
7.5BG-6-4,7.5BG,BG,7.5,6,4,103,157,164
7.5BG-6-6,7.5BG,BG,7.5,6,6,70,161,168
7.5BG-6-8,7.5BG,BG,7.5,6,8,0,165,173
7.5BG-6-10,7.5BG,BG,7.5,6,10,0,168,178
7.5BG-6-12,7.5BG,BG,7.5,6,12,0,172,183
7.5BG-6-14,7.5BG,BG,7.5,6,14,0,175,187
7.5BG-6-16,7.5BG,BG,7.5,6,16,0,177,191
7.5BG-6-18,7.5BG,BG,7.5,6,18,0,180,196
7.5BG-7-2,7.5BG,BG,7.5,7,2,155,178,185
7.5BG-7-4,7.5BG,BG,7.5,7,4,130,183,190
7.5BG-7-6,7.5BG,BG,7.5,7,6,103,187,194
7.5BG-7-8,7.5BG,BG,7.5,7,8,55,191,198
7.5BG-7-10,7.5BG,BG,7.5,7,10,0,195,203
7.5BG-7-12,7.5BG,BG,7.5,7,12,0,199,208
7.5BG-7-14,7.5BG,BG,7.5,7,14,0,202,212
7.5BG-7-16,7.5BG,BG,7.5,7,16,0,205,217
7.5BG-7-18,7.5BG,BG,7.5,7,18,0,208,221
7.5BG-8-2,7.5BG,BG,7.5,8,2,181,204,213
7.5BG-8-4,7.5BG,BG,7.5,8,4,157,209,216
7.5BG-8-6,7.5BG,BG,7.5,8,6,125,214,221
7.5BG-8-8,7.5BG,BG,7.5,8,8,84,219,226
7.5BG-8-10,7.5BG,BG,7.5,8,10,0,223,230
7.5BG-8-12,7.5BG,BG,7.5,8,12,0,227,234
7.5BG-8-14,7.5BG,BG,7.5,8,14,0,230,238
7.5BG-8-16,7.5BG,BG,7.5,8,16,0,234,242
7.5BG-9-2,7.5BG,BG,7.5,9,2,207,231,241
7.5BG-9-4,7.5BG,BG,7.5,9,4,179,238,245
7.5BG-9-6,7.5BG,BG,7.5,9,6,145,243,249
7.5BG-9-8,7.5BG,BG,7.5,9,8,97,248,254
7.5BG-9-10,7.5BG,BG,7.5,9,10,0,252,255
10.0BG-1-2,10.0BG,BG,10.0,1,2,12,31,38
10.0BG-1-4,10.0BG,BG,10.0,1,4,0,34,46
10.0BG-1-6,10.0BG,BG,10.0,1,6,0,37,55
10.0BG-2-2,10.0BG,BG,10.0,2,2,35,52,58
10.0BG-2-4,10.0BG,BG,10.0,2,4,0,55,66
10.0BG-2-6,10.0BG,BG,10.0,2,6,0,57,74
10.0BG-2-8,10.0BG,BG,10.0,2,8,0,60,82
10.0BG-2-10,10.0BG,BG,10.0,2,10,0,63,89
10.0BG-3-2,10.0BG,BG,10.0,3,2,55,75,83
10.0BG-3-4,10.0BG,BG,10.0,3,4,21,79,91
10.0BG-3-6,10.0BG,BG,10.0,3,6,0,82,99
10.0BG-3-8,10.0BG,BG,10.0,3,8,0,84,106
10.0BG-3-10,10.0BG,BG,10.0,3,10,0,87,114
10.0BG-3-12,10.0BG,BG,10.0,3,12,0,90,120
10.0BG-3-14,10.0BG,BG,10.0,3,14,0,92,127
10.0BG-4-2,10.0BG,BG,10.0,4,2,79,100,108
10.0BG-4-4,10.0BG,BG,10.0,4,4,51,104,116
10.0BG-4-6,10.0BG,BG,10.0,4,6,0,107,124
10.0BG-4-8,10.0BG,BG,10.0,4,8,0,111,132
10.0BG-4-10,10.0BG,BG,10.0,4,10,0,114,140
10.0BG-4-12,10.0BG,BG,10.0,4,12,0,117,147
10.0BG-4-14,10.0BG,BG,10.0,4,14,0,119,154
10.0BG-4-16,10.0BG,BG,10.0,4,16,0,121,159
10.0BG-5-2,10.0BG,BG,10.0,5,2,105,125,134
10.0BG-5-4,10.0BG,BG,10.0,5,4,80,129,142
10.0BG-5-6,10.0BG,BG,10.0,5,6,39,133,150
10.0BG-5-8,10.0BG,BG,10.0,5,8,0,137,157
10.0BG-5-10,10.0BG,BG,10.0,5,10,0,140,165
10.0BG-5-12,10.0BG,BG,10.0,5,12,0,144,173
10.0BG-5-14,10.0BG,BG,10.0,5,14,0,146,179
10.0BG-5-16,10.0BG,BG,10.0,5,16,0,149,186
10.0BG-6-2,10.0BG,BG,10.0,6,2,130,151,161
10.0BG-6-4,10.0BG,BG,10.0,6,4,105,156,168
10.0BG-6-6,10.0BG,BG,10.0,6,6,70,160,176
10.0BG-6-8,10.0BG,BG,10.0,6,8,0,164,183
10.0BG-6-10,10.0BG,BG,10.0,6,10,0,167,190
10.0BG-6-12,10.0BG,BG,10.0,6,12,0,170,197
10.0BG-6-14,10.0BG,BG,10.0,6,14,0,173,204
10.0BG-6-16,10.0BG,BG,10.0,6,16,0,176,211
10.0BG-6-18,10.0BG,BG,10.0,6,18,0,179,218
10.0BG-7-2,10.0BG,BG,10.0,7,2,156,177,188
10.0BG-7-4,10.0BG,BG,10.0,7,4,131,182,195
10.0BG-7-6,10.0BG,BG,10.0,7,6,103,186,201
10.0BG-7-8,10.0BG,BG,10.0,7,8,52,190,209
10.0BG-7-10,10.0BG,BG,10.0,7,10,0,194,216
10.0BG-7-12,10.0BG,BG,10.0,7,12,0,198,223
10.0BG-7-14,10.0BG,BG,10.0,7,14,0,201,230
10.0BG-7-16,10.0BG,BG,10.0,7,16,0,205,238
10.0BG-8-2,10.0BG,BG,10.0,8,2,183,204,215
10.0BG-8-4,10.0BG,BG,10.0,8,4,157,209,222
10.0BG-8-6,10.0BG,BG,10.0,8,6,125,214,228
10.0BG-8-8,10.0BG,BG,10.0,8,8,82,218,235
10.0BG-8-10,10.0BG,BG,10.0,8,10,0,222,242
10.0BG-8-12,10.0BG,BG,10.0,8,12,0,226,249
10.0BG-8-14,10.0BG,BG,10.0,8,14,0,230,255
10.0BG-9-2,10.0BG,BG,10.0,9,2,209,231,243
10.0BG-9-4,10.0BG,BG,10.0,9,4,180,237,250
10.0BG-9-6,10.0BG,BG,10.0,9,6,144,242,255
2.5B-1-2,2.5B,B,2.5,1,2,12,31,39
2.5B-1-4,2.5B,B,2.5,1,4,0,34,49
2.5B-1-6,2.5B,B,2.5,1,6,0,36,59
2.5B-2-2,2.5B,B,2.5,2,2,35,52,60
2.5B-2-4,2.5B,B,2.5,2,4,0,54,69
2.5B-2-6,2.5B,B,2.5,2,6,0,57,79
2.5B-2-8,2.5B,B,2.5,2,8,0,60,89
2.5B-2-10,2.5B,B,2.5,2,10,0,62,99
2.5B-3-2,2.5B,B,2.5,3,2,55,75,85
2.5B-3-4,2.5B,B,2.5,3,4,22,78,95
2.5B-3-6,2.5B,B,2.5,3,6,0,81,105
2.5B-3-8,2.5B,B,2.5,3,8,0,84,114
2.5B-3-10,2.5B,B,2.5,3,10,0,86,124
2.5B-3-12,2.5B,B,2.5,3,12,0,89,133
2.5B-4-2,2.5B,B,2.5,4,2,80,99,110
2.5B-4-4,2.5B,B,2.5,4,4,53,103,120
2.5B-4-6,2.5B,B,2.5,4,6,0,106,130
2.5B-4-8,2.5B,B,2.5,4,8,0,109,140
2.5B-4-10,2.5B,B,2.5,4,10,0,112,151
2.5B-4-12,2.5B,B,2.5,4,12,0,115,159
2.5B-4-14,2.5B,B,2.5,4,14,0,118,169
2.5B-4-16,2.5B,B,2.5,4,16,0,120,175
2.5B-5-2,2.5B,B,2.5,5,2,106,125,136
2.5B-5-4,2.5B,B,2.5,5,4,82,129,146
2.5B-5-6,2.5B,B,2.5,5,6,43,132,155
2.5B-5-8,2.5B,B,2.5,5,8,0,135,165
2.5B-5-10,2.5B,B,2.5,5,10,0,139,175
2.5B-5-12,2.5B,B,2.5,5,12,0,142,186
2.5B-5-14,2.5B,B,2.5,5,14,0,145,194
2.5B-5-16,2.5B,B,2.5,5,16,0,148,204
2.5B-6-2,2.5B,B,2.5,6,2,131,151,163
2.5B-6-4,2.5B,B,2.5,6,4,107,155,172
2.5B-6-6,2.5B,B,2.5,6,6,73,159,182
2.5B-6-8,2.5B,B,2.5,6,8,0,162,192
2.5B-6-10,2.5B,B,2.5,6,10,0,165,201
2.5B-6-12,2.5B,B,2.5,6,12,0,169,211
2.5B-6-14,2.5B,B,2.5,6,14,0,172,220
2.5B-6-16,2.5B,B,2.5,6,16,0,175,230
2.5B-7-2,2.5B,B,2.5,7,2,158,177,190
2.5B-7-4,2.5B,B,2.5,7,4,133,181,199
2.5B-7-6,2.5B,B,2.5,7,6,105,185,208
2.5B-7-8,2.5B,B,2.5,7,8,58,189,217
2.5B-7-10,2.5B,B,2.5,7,10,0,193,227
2.5B-7-12,2.5B,B,2.5,7,12,0,196,238
2.5B-7-14,2.5B,B,2.5,7,14,0,199,247
2.5B-7-16,2.5B,B,2.5,7,16,0,203,255
2.5B-8-2,2.5B,B,2.5,8,2,185,203,217
2.5B-8-4,2.5B,B,2.5,8,4,158,208,226
2.5B-8-6,2.5B,B,2.5,8,6,127,213,235
2.5B-8-8,2.5B,B,2.5,8,8,84,217,245
2.5B-8-10,2.5B,B,2.5,8,10,0,221,255
2.5B-8-12,2.5B,B,2.5,8,12,0,225,255
2.5B-9-2,2.5B,B,2.5,9,2,211,230,245
2.5B-9-4,2.5B,B,2.5,9,4,181,236,255
5.0B-1-2,5.0B,B,5.0,1,2,12,31,41
5.0B-1-4,5.0B,B,5.0,1,4,0,33,52
5.0B-1-6,5.0B,B,5.0,1,6,0,35,63
5.0B-2-2,5.0B,B,5.0,2,2,36,51,61
5.0B-2-4,5.0B,B,5.0,2,4,3,54,72
5.0B-2-6,5.0B,B,5.0,2,6,0,56,84
5.0B-2-8,5.0B,B,5.0,2,8,0,58,97
5.0B-2-10,5.0B,B,5.0,2,10,0,60,108
5.0B-3-2,5.0B,B,5.0,3,2,56,74,87
5.0B-3-4,5.0B,B,5.0,3,4,26,77,99
5.0B-3-6,5.0B,B,5.0,3,6,0,80,110
5.0B-3-8,5.0B,B,5.0,3,8,0,82,122
5.0B-3-10,5.0B,B,5.0,3,10,0,84,134
5.0B-3-12,5.0B,B,5.0,3,12,0,86,145
5.0B-4-2,5.0B,B,5.0,4,2,81,99,112
5.0B-4-4,5.0B,B,5.0,4,4,57,102,123
5.0B-4-6,5.0B,B,5.0,4,6,7,105,135
5.0B-4-8,5.0B,B,5.0,4,8,0,107,148
5.0B-4-10,5.0B,B,5.0,4,10,0,110,159
5.0B-4-12,5.0B,B,5.0,4,12,0,112,171
5.0B-4-14,5.0B,B,5.0,4,14,0,115,183
5.0B-5-2,5.0B,B,5.0,5,2,107,124,138
5.0B-5-4,5.0B,B,5.0,5,4,85,128,149
5.0B-5-6,5.0B,B,5.0,5,6,53,131,161
5.0B-5-8,5.0B,B,5.0,5,8,0,133,173
5.0B-5-10,5.0B,B,5.0,5,10,0,136,185
5.0B-5-12,5.0B,B,5.0,5,12,0,139,198
5.0B-5-14,5.0B,B,5.0,5,14,0,141,210
5.0B-5-16,5.0B,B,5.0,5,16,0,144,223
5.0B-6-2,5.0B,B,5.0,6,2,134,150,164
5.0B-6-4,5.0B,B,5.0,6,4,112,154,175
5.0B-6-6,5.0B,B,5.0,6,6,82,157,188
5.0B-6-8,5.0B,B,5.0,6,8,25,160,200
5.0B-6-10,5.0B,B,5.0,6,10,0,163,212
5.0B-6-12,5.0B,B,5.0,6,12,0,165,224
5.0B-6-14,5.0B,B,5.0,6,14,0,168,237
5.0B-6-16,5.0B,B,5.0,6,16,0,172,250
5.0B-7-2,5.0B,B,5.0,7,2,160,176,191
5.0B-7-4,5.0B,B,5.0,7,4,138,180,203
5.0B-7-6,5.0B,B,5.0,7,6,111,183,214
5.0B-7-8,5.0B,B,5.0,7,8,72,187,226
5.0B-7-10,5.0B,B,5.0,7,10,0,190,240
5.0B-7-12,5.0B,B,5.0,7,12,0,193,254
5.0B-7-14,5.0B,B,5.0,7,14,0,196,255
5.0B-8-2,5.0B,B,5.0,8,2,188,202,218
5.0B-8-4,5.0B,B,5.0,8,4,163,207,230
5.0B-8-6,5.0B,B,5.0,8,6,135,210,243
5.0B-8-8,5.0B,B,5.0,8,8,92,214,255
5.0B-9-2,5.0B,B,5.0,9,2,214,229,247
5.0B-9-4,5.0B,B,5.0,9,4,185,235,255
7.5B-1-2,7.5B,B,7.5,1,2,14,30,42
7.5B-1-4,7.5B,B,7.5,1,4,0,32,54
7.5B-1-6,7.5B,B,7.5,1,6,0,33,65
7.5B-1-8,7.5B,B,7.5,1,8,0,35,77
7.5B-2-2,7.5B,B,7.5,2,2,37,51,63
7.5B-2-4,7.5B,B,7.5,2,4,10,53,75
7.5B-2-6,7.5B,B,7.5,2,6,0,55,88
7.5B-2-8,7.5B,B,7.5,2,8,0,56,101
7.5B-2-10,7.5B,B,7.5,2,10,0,58,114
7.5B-3-2,7.5B,B,7.5,3,2,57,74,88
7.5B-3-4,7.5B,B,7.5,3,4,34,76,102
7.5B-3-6,7.5B,B,7.5,3,6,0,78,114
7.5B-3-8,7.5B,B,7.5,3,8,0,80,126
7.5B-3-10,7.5B,B,7.5,3,10,0,82,139
7.5B-3-12,7.5B,B,7.5,3,12,0,84,152
7.5B-4-2,7.5B,B,7.5,4,2,83,98,113
7.5B-4-4,7.5B,B,7.5,4,4,63,101,126
7.5B-4-6,7.5B,B,7.5,4,6,33,103,138
7.5B-4-8,7.5B,B,7.5,4,8,0,105,152
7.5B-4-10,7.5B,B,7.5,4,10,0,107,164
7.5B-4-12,7.5B,B,7.5,4,12,0,109,177
7.5B-4-14,7.5B,B,7.5,4,14,0,111,190
7.5B-5-2,7.5B,B,7.5,5,2,109,124,139
7.5B-5-4,7.5B,B,7.5,5,4,90,126,152
7.5B-5-6,7.5B,B,7.5,5,6,65,129,164
7.5B-5-8,7.5B,B,7.5,5,8,3,131,177
7.5B-5-10,7.5B,B,7.5,5,10,0,133,191
7.5B-5-12,7.5B,B,7.5,5,12,0,135,205
7.5B-5-14,7.5B,B,7.5,5,14,0,138,218
7.5B-5-16,7.5B,B,7.5,5,16,0,140,233
7.5B-6-2,7.5B,B,7.5,6,2,136,149,165
7.5B-6-4,7.5B,B,7.5,6,4,118,152,178
7.5B-6-6,7.5B,B,7.5,6,6,93,155,191
7.5B-6-8,7.5B,B,7.5,6,8,57,157,205
7.5B-6-10,7.5B,B,7.5,6,10,0,160,218
7.5B-6-12,7.5B,B,7.5,6,12,0,162,232
7.5B-6-14,7.5B,B,7.5,6,14,0,165,247
7.5B-6-16,7.5B,B,7.5,6,16,0,167,255
7.5B-7-2,7.5B,B,7.5,7,2,163,175,192
7.5B-7-4,7.5B,B,7.5,7,4,143,179,205
7.5B-7-6,7.5B,B,7.5,7,6,120,181,218
7.5B-7-8,7.5B,B,7.5,7,8,88,184,232
7.5B-7-10,7.5B,B,7.5,7,10,0,187,247
7.5B-7-12,7.5B,B,7.5,7,12,0,190,255
7.5B-8-2,7.5B,B,7.5,8,2,190,201,219
7.5B-8-4,7.5B,B,7.5,8,4,168,205,233
7.5B-8-6,7.5B,B,7.5,8,6,143,209,247
7.5B-8-8,7.5B,B,7.5,8,8,106,212,255
7.5B-9-2,7.5B,B,7.5,9,2,217,228,247
7.5B-9-4,7.5B,B,7.5,9,4,191,233,255
10.0B-1-2,10.0B,B,10.0,1,2,16,30,44
10.0B-1-4,10.0B,B,10.0,1,4,0,31,55
10.0B-1-6,10.0B,B,10.0,1,6,0,32,66
10.0B-1-8,10.0B,B,10.0,1,8,0,33,79
10.0B-2-2,10.0B,B,10.0,2,2,39,50,64
10.0B-2-4,10.0B,B,10.0,2,4,19,52,77
10.0B-2-6,10.0B,B,10.0,2,6,0,53,90
10.0B-2-8,10.0B,B,10.0,2,8,0,55,104
10.0B-2-10,10.0B,B,10.0,2,10,0,56,117
10.0B-3-2,10.0B,B,10.0,3,2,60,73,90
10.0B-3-4,10.0B,B,10.0,3,4,41,75,103
10.0B-3-6,10.0B,B,10.0,3,6,0,76,116
10.0B-3-8,10.0B,B,10.0,3,8,0,78,129
10.0B-3-10,10.0B,B,10.0,3,10,0,79,142
10.0B-3-12,10.0B,B,10.0,3,12,0,81,156
10.0B-3-14,10.0B,B,10.0,3,14,0,82,169
10.0B-4-2,10.0B,B,10.0,4,2,86,97,114
10.0B-4-4,10.0B,B,10.0,4,4,69,99,127
10.0B-4-6,10.0B,B,10.0,4,6,47,101,140
10.0B-4-8,10.0B,B,10.0,4,8,0,103,154
10.0B-4-10,10.0B,B,10.0,4,10,0,104,167
10.0B-4-12,10.0B,B,10.0,4,12,0,106,180
10.0B-4-14,10.0B,B,10.0,4,14,0,108,194
10.0B-4-16,10.0B,B,10.0,4,16,0,109,208
10.0B-5-2,10.0B,B,10.0,5,2,112,123,140
10.0B-5-4,10.0B,B,10.0,5,4,97,125,153
10.0B-5-6,10.0B,B,10.0,5,6,77,127,167
10.0B-5-8,10.0B,B,10.0,5,8,45,129,180
10.0B-5-10,10.0B,B,10.0,5,10,0,130,194
10.0B-5-12,10.0B,B,10.0,5,12,0,132,208
10.0B-5-14,10.0B,B,10.0,5,14,0,134,222
10.0B-5-16,10.0B,B,10.0,5,16,0,136,238
10.0B-5-18,10.0B,B,10.0,5,18,0,138,251
10.0B-6-2,10.0B,B,10.0,6,2,139,148,166
10.0B-6-4,10.0B,B,10.0,6,4,124,151,179
10.0B-6-6,10.0B,B,10.0,6,6,104,153,194
10.0B-6-8,10.0B,B,10.0,6,8,78,155,208
10.0B-6-10,10.0B,B,10.0,6,10,31,157,221
10.0B-6-12,10.0B,B,10.0,6,12,0,159,237
10.0B-6-14,10.0B,B,10.0,6,14,0,161,253
10.0B-6-16,10.0B,B,10.0,6,16,0,163,255
10.0B-7-2,10.0B,B,10.0,7,2,166,174,193
10.0B-7-4,10.0B,B,10.0,7,4,149,177,206
10.0B-7-6,10.0B,B,10.0,7,6,130,179,220
10.0B-7-8,10.0B,B,10.0,7,8,106,181,235
10.0B-7-10,10.0B,B,10.0,7,10,67,183,252
10.0B-7-12,10.0B,B,10.0,7,12,0,186,255
10.0B-8-2,10.0B,B,10.0,8,2,193,200,220
10.0B-8-4,10.0B,B,10.0,8,4,175,203,235
10.0B-8-6,10.0B,B,10.0,8,6,154,206,250
10.0B-8-8,10.0B,B,10.0,8,8,124,209,255
10.0B-9-2,10.0B,B,10.0,9,2,220,227,248
10.0B-9-4,10.0B,B,10.0,9,4,197,231,255
2.5PB-1-2,2.5PB,PB,2.5,1,2,19,29,44
2.5PB-1-4,2.5PB,PB,2.5,1,4,3,30,56
2.5PB-1-6,2.5PB,PB,2.5,1,6,0,30,68
2.5PB-1-8,2.5PB,PB,2.5,1,8,0,30,80
2.5PB-2-2,2.5PB,PB,2.5,2,2,41,50,65
2.5PB-2-4,2.5PB,PB,2.5,2,4,28,50,78
2.5PB-2-6,2.5PB,PB,2.5,2,6,0,51,92
2.5PB-2-8,2.5PB,PB,2.5,2,8,0,52,106
2.5PB-2-10,2.5PB,PB,2.5,2,10,0,52,119
2.5PB-2-12,2.5PB,PB,2.5,2,12,0,52,132
2.5PB-3-2,2.5PB,PB,2.5,3,2,63,72,91
2.5PB-3-4,2.5PB,PB,2.5,3,4,50,73,105
2.5PB-3-6,2.5PB,PB,2.5,3,6,29,74,118
2.5PB-3-8,2.5PB,PB,2.5,3,8,0,75,131
2.5PB-3-10,2.5PB,PB,2.5,3,10,0,75,144
2.5PB-3-12,2.5PB,PB,2.5,3,12,0,76,158
2.5PB-3-14,2.5PB,PB,2.5,3,14,0,77,172
2.5PB-4-2,2.5PB,PB,2.5,4,2,89,97,115
2.5PB-4-4,2.5PB,PB,2.5,4,4,77,98,129
2.5PB-4-6,2.5PB,PB,2.5,4,6,62,99,142
2.5PB-4-8,2.5PB,PB,2.5,4,8,35,100,156
2.5PB-4-10,2.5PB,PB,2.5,4,10,0,100,169
2.5PB-4-12,2.5PB,PB,2.5,4,12,0,101,183
2.5PB-4-14,2.5PB,PB,2.5,4,14,0,102,197
2.5PB-4-16,2.5PB,PB,2.5,4,16,0,103,212
2.5PB-4-18,2.5PB,PB,2.5,4,18,0,103,226
2.5PB-5-2,2.5PB,PB,2.5,5,2,115,122,141
2.5PB-5-4,2.5PB,PB,2.5,5,4,103,123,154
2.5PB-5-6,2.5PB,PB,2.5,5,6,89,124,169
2.5PB-5-8,2.5PB,PB,2.5,5,8,70,125,183
2.5PB-5-10,2.5PB,PB,2.5,5,10,39,126,197
2.5PB-5-12,2.5PB,PB,2.5,5,12,0,127,211
2.5PB-5-14,2.5PB,PB,2.5,5,14,0,128,225
2.5PB-5-16,2.5PB,PB,2.5,5,16,0,129,241
2.5PB-5-18,2.5PB,PB,2.5,5,18,0,130,255
2.5PB-6-2,2.5PB,PB,2.5,6,2,142,147,167
2.5PB-6-4,2.5PB,PB,2.5,6,4,131,149,180
2.5PB-6-6,2.5PB,PB,2.5,6,6,116,150,195
2.5PB-6-8,2.5PB,PB,2.5,6,8,99,151,210
2.5PB-6-10,2.5PB,PB,2.5,6,10,76,152,225
2.5PB-6-12,2.5PB,PB,2.5,6,12,21,154,241
2.5PB-6-14,2.5PB,PB,2.5,6,14,0,155,255
2.5PB-7-2,2.5PB,PB,2.5,7,2,169,173,193
2.5PB-7-4,2.5PB,PB,2.5,7,4,157,175,208
2.5PB-7-6,2.5PB,PB,2.5,7,6,142,176,222
2.5PB-7-8,2.5PB,PB,2.5,7,8,125,178,238
2.5PB-7-10,2.5PB,PB,2.5,7,10,100,179,255
2.5PB-8-2,2.5PB,PB,2.5,8,2,196,199,220
2.5PB-8-4,2.5PB,PB,2.5,8,4,182,201,236
2.5PB-8-6,2.5PB,PB,2.5,8,6,166,203,253
2.5PB-9-2,2.5PB,PB,2.5,9,2,224,226,248
5.0PB-1-2,5.0PB,PB,5.0,1,2,23,28,45
5.0PB-1-4,5.0PB,PB,5.0,1,4,13,28,56
5.0PB-1-6,5.0PB,PB,5.0,1,6,0,28,68
5.0PB-1-8,5.0PB,PB,5.0,1,8,0,27,81
5.0PB-1-10,5.0PB,PB,5.0,1,10,0,25,94
5.0PB-2-2,5.0PB,PB,5.0,2,2,44,49,66
5.0PB-2-4,5.0PB,PB,5.0,2,4,35,49,79
5.0PB-2-6,5.0PB,PB,5.0,2,6,20,49,92
5.0PB-2-8,5.0PB,PB,5.0,2,8,0,49,106
5.0PB-2-10,5.0PB,PB,5.0,2,10,0,48,119
5.0PB-2-12,5.0PB,PB,5.0,2,12,0,47,132
5.0PB-2-14,5.0PB,PB,5.0,2,14,0,45,146
5.0PB-3-2,5.0PB,PB,5.0,3,2,66,71,91
5.0PB-3-4,5.0PB,PB,5.0,3,4,57,72,105
5.0PB-3-6,5.0PB,PB,5.0,3,6,45,72,119
5.0PB-3-8,5.0PB,PB,5.0,3,8,26,72,132
5.0PB-3-10,5.0PB,PB,5.0,3,10,0,72,145
5.0PB-3-12,5.0PB,PB,5.0,3,12,0,71,159
5.0PB-3-14,5.0PB,PB,5.0,3,14,0,71,173
5.0PB-3-16,5.0PB,PB,5.0,3,16,0,70,187
5.0PB-3-18,5.0PB,PB,5.0,3,18,0,69,202
5.0PB-4-2,5.0PB,PB,5.0,4,2,92,96,116
5.0PB-4-4,5.0PB,PB,5.0,4,4,84,96,129
5.0PB-4-6,5.0PB,PB,5.0,4,6,74,96,143
5.0PB-4-8,5.0PB,PB,5.0,4,8,59,97,157
5.0PB-4-10,5.0PB,PB,5.0,4,10,38,97,170
5.0PB-4-12,5.0PB,PB,5.0,4,12,0,97,183
5.0PB-4-14,5.0PB,PB,5.0,4,14,0,97,198
